,Stkcd,year,DUVOL
188,000069,2018,-0.12476732052145617
189,000069,2019,-0.3888248287033899
190,000069,2020,-0.44457370138630586
191,000069,2021,-0.6091098350247747
192,000070,2018,0.04429499054672494
193,000070,2019,-1.4862072494300005
194,000070,2020,-0.7446843500504482
195,000070,2021,0.16420434892836774
196,000078,2018,0.9672874304484366
197,000078,2019,-0.724785918122872
198,000078,2020,-1.4543407045723165
199,000078,2021,0.08180227554041956
200,000088,2018,0.08183265752401359
201,000088,2019,-1.741852968716424
202,000088,2020,-0.7849900340202258
203,000088,2021,-0.257050556539877
204,000089,2018,-1.2002060763868816
205,000089,2019,-0.3460111322185735
206,000089,2020,-0.7800376069107667
207,000089,2021,0.12543816443194095
208,000090,2018,0.09807214395467607
209,000090,2019,-0.8419609318311245
210,000090,2020,-1.020425125974345
211,000090,2021,-0.5281228908444403
212,000096,2018,-0.30412138940055816
213,000096,2019,-0.7507571854897731
214,000096,2020,-0.09912889260499633
215,000096,2021,-0.7438796660704765
216,000099,2018,0.7638610587650843
217,000099,2019,-1.017490789598748
218,000099,2020,-0.2607761563586573
219,000099,2021,0.2182810888129767
220,000100,2018,-0.02818246576476805
221,000100,2019,-1.2253173961450385
222,000100,2020,-0.5662799623510034
223,000100,2021,-1.0907984634021872
224,000150,2018,-0.4385227477210421
225,000150,2019,-0.1647023900210556
226,000150,2020,-0.5791003341501024
227,000150,2021,-0.7166063218352424
228,000151,2018,-1.6124110401954195
229,000151,2019,-0.1832020832937406
230,000151,2020,0.36258604960883795
231,000151,2021,-0.6386890239916433
232,000153,2018,0.003148046003705596
233,000153,2019,-0.41640371388226394
234,000153,2020,-0.922436477127312
235,000153,2021,-0.2848220386198561
236,000155,2018,-0.3366440271346542
237,000155,2019,-0.6113152382879022
238,000155,2020,-1.1252119443341235
239,000155,2021,-0.6340296951743524
240,000156,2018,0.5062198204150934
241,000156,2019,-1.072877588191281
242,000156,2020,-1.5384408676994428
243,000156,2021,0.5318596764805522
244,000157,2018,-0.6712737715363172
245,000157,2019,-0.7393318182607644
246,000157,2020,-1.305702872166011
247,000157,2021,-0.9013650615140401
248,000158,2018,0.5621737381895716
249,000158,2019,-1.5885110924420716
250,000158,2020,-0.7547754381000519
251,000158,2021,-1.009404135896126
252,000159,2018,-1.2331932152381817
253,000159,2019,-1.8266681249589234
254,000159,2020,-0.8393697713609979
255,000159,2021,-0.3670971841469875
256,000301,2018,-0.2584851743282899
257,000301,2019,-1.3761543545616313
258,000301,2020,-1.1018305345907407
259,000301,2021,-0.30153383255091193
260,000333,2018,-0.3431389690062396
261,000333,2019,-0.11932249554521436
262,000333,2020,-0.37652386317807496
263,000333,2021,0.017679732422966932
264,000338,2018,-0.5110793040177225
265,000338,2019,-0.414849867385183
266,000338,2020,-0.2709226774460847
267,000338,2021,-1.497449650489566
268,000400,2018,-1.0522022522422163
269,000400,2019,-1.0184180736478878
270,000400,2020,-0.8535538382120669
271,000400,2021,-1.1877739903569386
272,000401,2018,-0.8508080176079019
273,000401,2019,-0.5797218154351352
274,000401,2020,-0.9789936044494151
275,000401,2021,0.1839591985415479
276,000402,2018,0.14947116945834354
277,000402,2019,0.2177855554206047
278,000402,2020,0.23535052862469635
279,000402,2021,-0.7070676861973051
280,000403,2018,-0.8231140040063106
281,000403,2019,0.002935839854051325
282,000403,2020,-1.0351116299771401
283,000403,2021,-0.33012609481290733
284,000404,2018,-0.43646630970785893
285,000404,2019,-0.07485180599721461
286,000404,2020,-0.5346421141401122
287,000404,2021,0.27775019356716035
288,000407,2018,-0.6490352902785727
289,000407,2019,0.27016407993824865
290,000407,2020,-0.5107703623795161
291,000407,2021,0.727721753253728
292,000408,2018,-0.5488149697613472
293,000408,2019,-0.3122639403636739
294,000408,2020,0.1376076642385347
295,000408,2021,-0.8162880196196977
296,000409,2018,-0.5942127999276908
297,000409,2019,0.062410183067096094
298,000409,2020,0.41817598427744246
299,000409,2021,-0.49509863469174037
300,000411,2018,1.2142338443737744
301,000411,2019,0.13222031084916827
302,000411,2020,-1.3756043458984337
303,000411,2021,-0.33826447849571106
304,000413,2018,0.2334469901971912
305,000413,2019,0.5725610594837032
306,000413,2020,-0.674184296775926
307,000413,2021,0.39306541716903176
308,000415,2018,2.228301835970951
309,000415,2019,-0.9656565117591684
310,000415,2020,-0.4831689265718588
311,000415,2021,0.429625913740599
312,000417,2018,-0.747068860357966
313,000417,2019,-1.0494539431558434
314,000417,2020,-0.2214099984152784
315,000417,2021,-0.20307483499277154
316,000418,2018,-0.48553535069613474
317,000418,2019,-0.16212896515515113
318,000419,2018,-0.0712521138788752
319,000419,2019,0.34726401663761375
320,000419,2020,-0.05713060692925123
321,000419,2021,-0.4243937273649918
322,000420,2018,-0.5023092121836774
323,000420,2019,-1.0647836380262852
324,000420,2020,-0.6344281030360204
325,000420,2021,-1.468659095260884
326,000421,2018,-0.6797186608863255
327,000421,2019,0.045912176357956636
328,000421,2020,-1.9757341253860174
329,000421,2021,0.49206593520916353
330,000422,2018,0.8647405501291661
331,000422,2019,-0.23308249859613225
332,000422,2020,-0.13452268717744145
333,000422,2021,-0.19543059660636677
334,000423,2018,0.5908019052702344
335,000423,2019,0.209725058411345
336,000423,2020,-0.3698636924902269
337,000423,2021,-0.5452510293304483
338,000425,2018,-0.733896263321358
339,000425,2019,-1.1150281815725869
340,000425,2020,-0.4163418949449047
341,000425,2021,-0.8183199737159249
342,000426,2018,0.09989457023683246
343,000426,2019,-0.33970044154450607
344,000426,2020,-0.4943749179824237
345,000426,2021,0.08595404825930145
346,000428,2018,-0.10119559940686243
347,000428,2019,-0.5981066838974037
348,000428,2020,-0.7679106768616283
349,000428,2021,-0.24661499506509274
350,000429,2018,-0.38520159913254637
351,000429,2019,0.19559658048051343
352,000429,2020,0.18343399325837279
353,000429,2021,-0.3562308527005996
354,000430,2018,-0.6456432436609972
355,000430,2019,-0.6407897179635822
356,000430,2020,-0.5271669575554194
357,000430,2021,0.1471738014455902
358,000488,2018,-0.3889862572784138
359,000488,2019,0.6281007008730404
360,000488,2020,-0.6925020005906579
361,000488,2021,-0.6533723065252814
362,000498,2018,-1.549434607376754
363,000498,2019,0.02757517189208743
364,000498,2020,-1.6215097007347037
365,000498,2021,-0.34539758894303363
366,000501,2018,-0.298857041798653
367,000501,2019,-0.9721262829064201
368,000501,2020,-1.041034738240215
369,000501,2021,0.12787582775323106
370,000503,2018,-0.3084880257278672
371,000503,2019,-1.2098641945434994
372,000503,2020,0.5583736807780926
373,000503,2021,-2.3180056445018358
374,000504,2018,0.30189483684954826
375,000504,2019,-0.13321656823477906
376,000504,2020,-0.9244727692220194
377,000504,2021,-0.5322653663488517
378,000505,2018,-0.8540697710097811
379,000505,2019,-0.37661078039086243
380,000505,2020,-0.775236202233
381,000505,2021,-0.7400973966952169
382,000506,2018,1.4146084518319542
383,000506,2019,-0.4936414032165243
384,000506,2020,-0.8026004463842931
385,000506,2021,-1.7172837805232695
386,000507,2018,0.19862338371493268
387,000507,2019,-0.3370444804257604
388,000507,2020,0.6251194937267174
389,000507,2021,-0.10965881773074353
390,000510,2018,-0.4553026246230633
391,000510,2019,-0.6535171501766672
392,000510,2020,-0.7743283673690468
393,000510,2021,-0.3059819502387459
394,000511,2018,
395,000513,2018,0.039591897051515196
396,000513,2019,-0.5933643013003277
397,000513,2020,0.238094870053483
398,000513,2021,-0.44836822629392814
399,000514,2018,-0.9019672393911141
400,000514,2019,-1.839034064876051
401,000514,2020,0.3909860661632299
402,000514,2021,-1.3157119644573272
403,000517,2018,-1.9921274013195724
404,000517,2019,-1.0743832532518105
405,000517,2020,-1.1527735157847798
406,000517,2021,-0.4888176708814781
407,000518,2018,-0.6001132619055709
408,000518,2019,-1.4869732347439462
409,000518,2020,-1.1892389833248191
410,000518,2021,1.0994298960126125
411,000519,2018,0.2182415912351062
412,000519,2019,-1.1631970999996337
413,000519,2020,-0.4574584026633233
414,000519,2021,-1.0650280505126333
415,000520,2018,-0.6880651078778504
416,000520,2019,-1.2098912600768512
417,000520,2020,0.37436077485577024
418,000520,2021,0.615052017636975
419,000521,2018,0.15697010083024301
420,000521,2019,-0.4287355596152173
421,000521,2020,-1.510531077750242
422,000521,2021,0.9416137836274339
423,000524,2018,-0.4395914156397618
424,000524,2019,0.07776993559420155
425,000524,2020,-2.086649110208558
426,000524,2021,0.5784587127326143
427,000526,2018,0.5869376488243867
428,000526,2019,-1.3310434920064473
429,000526,2020,-1.0117624793769107
430,000526,2021,1.1856464276094143
431,000528,2018,-0.5066280922959605
432,000528,2019,-0.07398201441351061
433,000528,2020,-0.7207990136305484
434,000528,2021,-0.7480088233588341
435,000529,2018,-0.2517605851917145
436,000529,2019,-0.6099451707104272
437,000529,2020,0.08566154963566548
438,000529,2021,0.22444601758103558
439,000530,2018,-0.20758803959126249
440,000530,2019,-1.2813221209660515
441,000530,2020,-1.0682105262620796
442,000530,2021,-0.10763655528700788
443,000531,2018,-0.44997527975366747
444,000531,2019,-2.524026367762763
445,000531,2020,-1.0086004039890577
446,000531,2021,-0.25044547410902074
447,000532,2018,-1.4806484304766603
448,000532,2019,-0.9917122554736542
449,000532,2020,0.2786910310134158
450,000532,2021,0.7347051058378623
451,000533,2018,-0.19239723299425726
452,000533,2019,-0.9078230766244342
453,000533,2020,-0.38039983284452816
454,000533,2021,-1.225990721049972
455,000534,2018,-0.8174681003718088
456,000534,2019,-0.3335608367293907
457,000534,2020,-0.5638589972861356
458,000534,2021,-0.021750006024180518
459,000536,2018,-0.0736898396980243
460,000536,2019,-1.248098528335427
461,000536,2020,-0.6429537509051642
462,000536,2021,-0.006042498746600294
463,000537,2018,-0.22692238103881457
464,000537,2019,-0.6288193201969615
465,000537,2020,-0.6448183770425239
466,000537,2021,-2.604952435091746
467,000538,2018,-0.0009467807442516735
468,000538,2019,-0.10198661159372298
469,000538,2020,-1.0266780543710519
470,000538,2021,-0.3066196251528295
471,000539,2018,-1.552790336974916
472,000539,2019,-0.039259764303682575
473,000539,2020,0.0010424624452986789
474,000539,2021,0.026581219362933513
475,000540,2019,-1.0904137150199895
476,000540,2020,-0.6887107329855614
477,000540,2021,-0.9630731677316112
478,000541,2018,-0.3189295219231858
479,000541,2019,0.3530532728961891
480,000541,2020,-1.2666589291425692
481,000541,2021,0.048977165291684444
482,000543,2018,-0.6450088169004682
483,000543,2019,0.37199160018615934
484,000543,2020,0.24090523236755046
485,000543,2021,-0.7842405600331038
486,000544,2018,0.1624195334834481
487,000544,2019,-1.113334138326428
488,000544,2020,-0.7027679755620581
489,000544,2021,0.28833687203301805
490,000545,2018,0.5526114477732494
491,000545,2019,0.28932942119083394
492,000545,2020,-2.1235384189940625
493,000545,2021,-0.577064732043968
494,000546,2018,0.34881244261123595
495,000546,2019,0.2607136925134526
496,000546,2020,-1.072801913981367
497,000546,2021,-1.3462167608760223
498,000547,2018,-0.9255739251904191
499,000547,2019,-1.2975905025731196
500,000547,2020,-1.0373689050048154
501,000547,2021,1.1890634707359422
502,000548,2018,-0.9837186174960737
503,000548,2019,0.6664110456876667
504,000548,2020,-0.8584078942969509
505,000548,2021,0.274235183329178
506,000550,2018,-0.8556902345804354
507,000550,2019,-0.4254830380382024
508,000550,2020,-1.5066043012794277
509,000550,2021,-0.6641389899358963
510,000551,2018,-0.08422920163126876
511,000551,2019,0.1536820062369533
512,000551,2020,-1.0829841341688229
513,000551,2021,-0.9391814834357267
514,000552,2018,-0.9614227260984792
515,000552,2019,-0.5419691078946082
516,000552,2020,-0.6508403055176725
517,000552,2021,-0.34653709586492554
518,000553,2018,0.19022602153454965
519,000553,2019,-0.6183249691795029
520,000553,2020,0.11648457900152456
521,000553,2021,0.4281325762082236
522,000554,2018,-0.5755688221438907
523,000554,2019,-0.7366152082196091
524,000554,2020,-0.4822662719287322
525,000554,2021,-0.07140819531048428
526,000555,2018,-1.8303278386124753
527,000555,2019,-0.5555302331796077
528,000555,2020,0.29134506220410233
529,000555,2021,0.08473633399036196
530,000557,2018,-0.9030489527699387
531,000557,2019,-0.20343433377021555
532,000557,2020,-1.6875394204385967
533,000557,2021,-0.28862953493581267
534,000558,2018,0.5080627231400784
535,000558,2019,-0.10077440322575701
536,000558,2020,-0.01964247463023505
537,000558,2021,-0.5239674265079818
538,000559,2018,0.3130883809114225
539,000559,2019,-1.2453516226062538
540,000559,2020,-1.499989019323522
541,000559,2021,-0.41867222036204294
542,000560,2018,-0.5469206629398953
543,000560,2019,-0.6537471742102738
544,000560,2020,-0.7136440523190797
545,000560,2021,-0.427866033940246
546,000561,2018,0.667575066837653
547,000561,2019,-0.48114256452367077
548,000561,2020,-0.5182576498236502
549,000561,2021,-0.5847369417017066
550,000565,2018,-1.4210433322740879
551,000565,2019,-0.6246226758669471
552,000565,2020,-0.7713046424289859
553,000565,2021,-0.7871654973757392
554,000566,2018,0.9781030627218037
555,000566,2019,-0.5502189481157795
556,000566,2020,-1.2167269712321593
557,000566,2021,-0.7785944377781365
558,000568,2018,0.26037064442774766
559,000568,2019,-0.8312550697368447
560,000568,2020,-0.3506638021289192
561,000568,2021,0.4081621659150553
562,000570,2018,-0.2827732262718384
563,000570,2019,-0.7392142163450391
564,000570,2020,-1.0951092775740958
565,000570,2021,0.11490383898989727
566,000572,2018,0.4353024836554708
567,000572,2019,0.43826692385115
568,000572,2020,-1.000412324558396
569,000572,2021,-1.0843200164248807
570,000573,2018,-1.0594856047294532
571,000573,2019,0.35848310101339587
572,000573,2020,0.0012972195708522952
573,000573,2021,0.33560760191873734
574,000576,2018,0.6171930938143979
575,000576,2019,-1.1245903960060337
576,000576,2020,-0.7875800483265094
577,000576,2021,-0.5998583965539327
578,000581,2018,-1.1282056170116666
579,000581,2019,-0.2161156424430791
580,000581,2020,-1.1483049403413095
581,000581,2021,-0.5849429890909872
582,000582,2018,0.3386941047988159
583,000582,2019,-1.0007778047374851
584,000582,2020,-0.3056907239432262
585,000582,2021,-0.054687267093912556
586,000584,2018,1.7815575963686379
587,000584,2019,-0.9049167009297827
588,000584,2020,-0.823281194405073
589,000584,2021,-0.9283899272041151
590,000586,2018,-1.0851491312132167
591,000586,2019,-1.4363422693748824
592,000586,2020,-0.5625798876062021
593,000586,2021,-0.4868553580537712
594,000589,2018,-0.7836330138784767
595,000589,2019,-0.8267158015546076
596,000589,2020,-0.8039800077486864
597,000589,2021,-0.4894832752169317
598,000590,2018,-0.3211005154374627
599,000590,2019,-1.5860562522796655
600,000590,2020,-0.29498237746902334
601,000590,2021,-0.1382038521498612
602,000591,2018,0.3166574601191449
603,000591,2019,-1.6935994017042448
604,000591,2020,-1.75702839909219
605,000591,2021,-0.6635682428086641
606,000592,2018,0.3043298046787095
607,000592,2019,0.09170025149053163
608,000592,2020,-1.2008981701513544
609,000592,2021,0.11067186694464179
610,000593,2018,-0.7525818968044682
611,000593,2019,0.013656732283911649
612,000593,2020,-0.5496466239444627
613,000593,2021,0.0906591895829486
614,000595,2018,-0.3404421554612898
615,000595,2019,-1.5659811959048573
616,000595,2020,0.3931869640413166
617,000595,2021,-0.7616777246465
618,000596,2018,-0.2573996829932862
619,000596,2019,-0.736376143812827
620,000596,2020,-0.34638562276692647
621,000596,2021,0.0033593306669595906
622,000597,2018,-1.1842255293802435
623,000597,2019,-0.3093988176258631
624,000597,2020,-0.7508025319187549
625,000597,2021,-0.07434862655095931
626,000598,2018,-1.3934798556530537
627,000598,2019,-0.31760756111553695
628,000598,2020,-0.9188860891388484
629,000598,2021,-0.49712951019036017
630,000599,2018,-0.21288068662102036
631,000599,2019,-1.5113842491561127
632,000599,2020,-0.20388779871017557
633,000599,2021,-0.0955762329034375
634,000600,2018,-0.24108471185476782
635,000600,2019,-0.83999474333614
636,000600,2020,-0.6610543052410939
637,000600,2021,0.01781732265717097
638,000601,2018,-0.11454864021561935
639,000601,2019,-0.13803068572365174
640,000601,2020,-0.7377000142854757
641,000601,2021,0.11328101880807244
642,000603,2018,0.21677129512142773
643,000603,2019,-0.8048652488449415
644,000603,2020,-0.886087376754317
645,000603,2021,0.26400712542755433
646,000605,2018,-1.5763318145141623
647,000605,2019,-0.4384380576773343
648,000605,2020,-0.7069852064734896
649,000605,2021,-0.5248973961955868
650,000607,2018,-0.24124618693603897
651,000607,2019,-0.875347929525792
652,000607,2020,-0.3365150715253724
653,000607,2021,-0.6349413171040141
654,000608,2018,-1.2797838982180352
655,000608,2019,-0.6868819331392734
656,000608,2020,-0.8776620710955337
657,000608,2021,-0.545772395822319
658,000610,2018,-1.0332932576925749
659,000610,2019,-1.6410520654512677
660,000610,2020,-0.3851198079513958
661,000610,2021,-0.0630364536053894
662,000612,2018,0.1818878324677885
663,000612,2019,-1.0052965436062882
664,000612,2020,-1.086643987095037
665,000612,2021,-0.1150427000262034
666,000615,2018,-0.6308770336150981
667,000615,2019,-0.7900071422936901
668,000615,2020,-0.5434577337950403
669,000615,2021,-0.821066695328661
670,000619,2018,-0.6733514769644636
671,000619,2019,0.3200986439341042
672,000619,2020,-0.4949693581950428
673,000619,2021,0.3583639749854352
674,000620,2018,0.20116040578917754
675,000620,2019,-0.0033648201987162077
676,000620,2020,-0.22236279233174247
677,000620,2021,0.03545620192172644
678,000622,2018,-1.9035595675009498
679,000622,2019,0.22262662238054098
680,000622,2020,-1.169424102850756
681,000622,2021,0.6140433177223807
682,000623,2018,-1.1544959939913308
683,000623,2019,-0.37377393988672764
684,000623,2020,0.04451496736449592
685,000623,2021,0.1989688074009096
686,000625,2018,0.03886478779681646
687,000625,2019,-0.39864065156663264
688,000625,2020,-0.6199182147149153
689,000625,2021,-0.46667646131421336
690,000626,2018,-0.643319265782219
691,000626,2019,-1.0343257055350559
692,000626,2020,-1.0946196097798915
693,000626,2021,-0.6700311646016898
694,000628,2018,0.2588893794921048
695,000628,2019,0.1671686248897137
696,000628,2020,0.2168774671063538
697,000628,2021,-1.058923783947011
698,000629,2018,-1.0193585766197342
699,000629,2019,-0.4004837013079066
700,000629,2020,-1.0939607315897004
701,000629,2021,-0.6436598963989658
702,000630,2018,-1.060669967363591
703,000630,2019,-0.8427813933104862
704,000630,2020,-0.48292032584962924
705,000630,2021,-0.7454852633806961
706,000631,2018,-0.4799925385517348
707,000631,2019,-0.8456930716497384
708,000631,2020,-0.4080723065994711
709,000631,2021,-0.6712182112761318
710,000632,2018,-0.889071916512223
711,000632,2019,-0.592974827040321
712,000632,2020,0.2455522153874431
713,000632,2021,0.3076296947492093
714,000633,2018,0.1066498136873174
715,000633,2019,0.08520517426760492
716,000633,2020,-1.047226023456372
717,000633,2021,0.21199339512605908
718,000635,2018,-0.5738803529063247
719,000635,2019,0.32649595597795605
720,000635,2020,-0.4197742036336458
721,000635,2021,-0.2935026906259527
722,000636,2018,-0.7869915948108918
723,000636,2019,-0.25860465239046554
724,000636,2020,-0.3142351939265246
725,000636,2021,-0.3722569352665603
726,000637,2018,-0.7368127905050785
727,000637,2019,-0.10173753041564305
728,000637,2020,-0.08036178863201272
729,000637,2021,-0.1853366062968333
730,000639,2018,-0.2543041762664779
731,000639,2019,-0.18224629086466762
732,000639,2020,-1.022539880431708
733,000639,2021,0.32328834822393226
734,000650,2018,-1.3028586550381225
735,000650,2019,-0.49302529304185116
736,000650,2020,-0.8705914527706154
737,000650,2021,-0.7213850448956307
738,000651,2018,-0.15739772303598715
739,000651,2019,-0.9642005005421102
740,000651,2020,0.19543485866015772
741,000651,2021,0.48930622513827643
742,000652,2018,-0.7415700214274015
743,000652,2019,-0.9608519744961913
744,000652,2020,-2.710340766847854
745,000652,2021,-0.41600473403500327
746,000655,2018,0.5364139048374882
747,000655,2019,-0.5070303370336025
748,000655,2020,-0.49117493520527883
749,000655,2021,-1.1327063765388978
750,000656,2018,-0.8708002778685497
751,000656,2019,-0.5844028803078946
752,000656,2020,-0.27664742059881253
753,000656,2021,0.24587629122404636
754,000657,2018,-0.6454061949479204
755,000657,2019,-0.3832735703222076
756,000657,2020,0.32373954974601404
757,000657,2021,-1.3599318461702614
758,000659,2018,-0.33448568830512104
759,000659,2019,-1.1608441682452544
760,000659,2020,-1.388901867438165
761,000659,2021,0.0081650659105035
762,000661,2018,-0.03549197297217832
763,000661,2019,-0.8395815170365356
764,000661,2020,-0.23707340056094595
765,000661,2021,0.4047761307097413
766,000662,2018,-0.4256723228596211
767,000662,2019,-0.6278603413856282
768,000662,2020,-0.3073059194981573
769,000662,2021,1.8724452020048552
770,000663,2018,0.9384456498689981
771,000663,2019,0.23255945150140536
772,000663,2020,-0.7868882172131493
773,000663,2021,-1.0927897109579288
774,000665,2018,-0.43419838882222805
775,000665,2019,-0.5487928563385875
776,000665,2020,-1.32844492131896
777,000665,2021,-1.4213963219309942
778,000667,2018,-0.5477391978071842
779,000667,2019,-0.4351873600738769
780,000667,2020,-0.333506782496505
781,000667,2021,1.0489723955515435
782,000668,2018,-1.7711359389373467
783,000668,2019,-1.0247561784930852
784,000668,2020,-1.1075871730536477
785,000668,2021,0.3827500838676134
786,000671,2018,-0.17771701956660446
787,000671,2019,-0.31028412849050524
788,000671,2020,-1.202083460944242
789,000671,2021,0.45750906971327954
790,000672,2018,-0.022835410382632933
791,000672,2019,-1.3437204470040751
