,Stkcd,year,NCSKEW
122,000042,2018,1.3128354031036042
123,000042,2019,1.1779793916863968
124,000042,2020,1.073719267466257
125,000042,2021,0.716652692963652
126,000043,2018,0.6848592180738228
127,000043,2019,-1.7834565530497488
128,000045,2018,-0.24570161767438325
129,000045,2019,-1.1000647537666273
130,000045,2020,0.5159770405841777
131,000045,2021,-0.46264383895697625
132,000048,2018,0.10383805004355326
133,000048,2019,-1.2496701867022924
134,000048,2020,0.1614864444979314
135,000048,2021,-0.9471497910065134
136,000049,2018,-1.5209656514941676
137,000049,2019,-1.885187954812674
138,000049,2020,-2.368075676865321
139,000049,2021,-0.4411607168909127
140,000050,2018,0.8540677912084248
141,000050,2019,-1.4560415058912548
142,000050,2020,0.19510606937800762
143,000050,2021,-0.6802602893982446
144,000055,2018,-2.0830478880781698
145,000055,2019,-0.16884578036569875
146,000055,2020,0.22105417276169803
147,000055,2021,-0.9004824309077065
148,000056,2018,3.0420537423442497
149,000056,2019,-2.4499105672569055
150,000056,2020,0.7264701145671358
151,000056,2021,-0.9210526630124015
152,000058,2018,-3.1384823405210622
153,000058,2019,-3.0820019702760297
154,000058,2020,-0.045784385505762776
155,000058,2021,-0.03710553399702266
156,000059,2018,0.748055265426762
157,000059,2019,0.3083452681504276
158,000059,2020,0.39630008225473007
159,000059,2021,-0.16322648833353423
160,000060,2018,1.1125842392879057
161,000060,2019,-1.1344261155556437
162,000060,2020,0.0031846783311069633
163,000060,2021,-0.40624729091202044
164,000061,2018,-0.2720114537586657
165,000061,2019,-0.07771111671638097
166,000061,2020,-2.5364706368699315
167,000061,2021,0.5463481503767259
168,000062,2018,-0.28425222499062885
169,000062,2019,-0.3281826958707452
170,000062,2020,-0.1825314162727154
171,000062,2021,-1.0089230620127905
172,000063,2018,1.7175178158638285
173,000063,2019,-1.6987473543578226
174,000063,2020,0.07771051543903172
175,000063,2021,0.1359676779216824
176,000065,2018,-0.691501914095646
177,000065,2019,-1.327239376034413
178,000065,2020,1.1919879950722339
179,000065,2021,-3.1348244804304577
180,000066,2018,-0.46530462133494055
181,000066,2019,-1.7705720153528137
182,000066,2020,-0.5860246704870792
183,000066,2021,-0.022281387271922085
184,000068,2018,-2.4671265598476384
185,000068,2019,-1.0060440583287384
186,000068,2020,-0.2662394596088006
187,000068,2021,0.8690228830795302
188,000069,2018,0.24159058325995875
189,000069,2019,-0.07240749174026284
190,000069,2020,-0.2756519287946662
191,000069,2021,-0.11743866204807069
192,000070,2018,0.21225456285564875
193,000070,2019,-1.293810979720501
194,000070,2020,-0.18638054332278148
195,000070,2021,0.5374336177189165
196,000078,2018,2.205156064022998
197,000078,2019,-0.47640904344837914
198,000078,2020,-1.2213411916187054
199,000078,2021,1.123351456370256
200,000088,2018,0.7008838491338724
201,000088,2019,-1.4072996421144677
202,000088,2020,-0.13245636404896738
203,000088,2021,0.5084563424157131
204,000089,2018,-1.1442932228797036
205,000089,2019,-0.01075400070404763
206,000089,2020,-0.8094304882366252
207,000089,2021,0.7112011376382857
208,000090,2018,0.5063794413646941
209,000090,2019,-0.9181960386964075
210,000090,2020,-1.2054633446301848
211,000090,2021,0.1461813531017715
212,000096,2018,-0.12072150601963395
213,000096,2019,-0.23999444568741762
214,000096,2020,0.810659298153019
215,000096,2021,-0.06198486783758544
216,000099,2018,1.3354917132240929
217,000099,2019,-0.9808883726185881
218,000099,2020,0.16614688357755417
219,000099,2021,0.8509414565974552
220,000100,2018,0.3026306543593013
221,000100,2019,-1.2614227951250458
222,000100,2020,-0.4602832087559549
223,000100,2021,-1.5238876846884042
224,000150,2018,-0.9700964599666544
225,000150,2019,0.4797104773393184
226,000150,2020,0.27794902218441847
227,000150,2021,-1.3879829729680282
228,000151,2018,-2.8275611082335383
229,000151,2019,0.12965669419643697
230,000151,2020,1.6818557768885627
231,000151,2021,-0.8069461501302836
232,000153,2018,0.4274313678367663
233,000153,2019,-0.849169758329734
234,000153,2020,-0.8644951286289171
235,000153,2021,-0.07549840017618763
236,000155,2018,0.20018483403100995
237,000155,2019,-0.7603674954212046
238,000155,2020,-1.0570574715672971
239,000155,2021,-0.8892400960907382
240,000156,2018,1.4213401223370696
241,000156,2019,-2.481210054167144
242,000156,2020,-2.412228381938663
243,000156,2021,0.738227600545171
244,000157,2018,-0.5973552858193808
245,000157,2019,-0.965421881696677
246,000157,2020,-1.5696323819254066
247,000157,2021,-0.6844276038848206
248,000158,2018,0.9098762474571291
249,000158,2019,-2.7972379868887463
250,000158,2020,-0.9393180384952489
251,000158,2021,-1.4346894722541852
252,000159,2018,-2.0779073907743144
253,000159,2019,-2.9147691981463795
254,000159,2020,-0.11080180156234604
255,000159,2021,-0.2020623797937695
256,000301,2018,-0.3206290726932532
257,000301,2019,-1.076689101643377
258,000301,2020,-2.5815042217259627
259,000301,2021,-0.3539977901262583
260,000333,2018,-0.03105471288713701
261,000333,2019,-0.6325869035093677
262,000333,2020,-0.4797614858584582
263,000333,2021,0.6532493467241804
264,000338,2018,-0.9735920827570067
265,000338,2019,-0.6282356389554592
266,000338,2020,-0.07188731968944366
267,000338,2021,-1.0486378986487528
268,000400,2018,-1.746812653954557
269,000400,2019,-1.1242420818520045
270,000400,2020,-0.5558234867661254
271,000400,2021,-1.2804335778168363
272,000401,2018,-0.8016516353354148
273,000401,2019,-0.5511037249421779
274,000401,2020,-0.9519636689911267
275,000401,2021,0.4799052338193106
276,000402,2018,0.4649423813377932
277,000402,2019,0.1597681444469511
278,000402,2020,1.145928023464343
279,000402,2021,-0.4779432936431072
280,000403,2018,-0.83298671345027
281,000403,2019,0.4322037135656079
282,000403,2020,-1.5979434256049814
283,000403,2021,-0.1841717774829832
284,000404,2018,-0.6237956093233276
285,000404,2019,1.0822201575529657
286,000404,2020,-0.5611652490015718
287,000404,2021,1.6288318164504
288,000407,2018,-0.16780063710857993
289,000407,2019,1.1699095242652153
290,000407,2020,-0.06956112564124997
291,000407,2021,1.6351723508426301
292,000408,2018,-1.13443551754952
293,000408,2019,0.5764068354486936
294,000408,2020,0.578945372993188
295,000408,2021,-1.1880598531555742
296,000409,2018,-0.5419372469166749
297,000409,2019,0.6999928801893992
298,000409,2020,1.1277720864422947
299,000409,2021,-1.1462329500442336
300,000411,2018,3.279127015380666
301,000411,2019,0.9997723975503587
302,000411,2020,-2.0584149208483726
303,000411,2021,-0.04896879669636757
304,000413,2018,1.3422677001562922
305,000413,2019,2.7521226664378666
306,000413,2020,-0.4248719036596108
307,000413,2021,1.0089009903591792
308,000415,2018,3.721964211664454
309,000415,2019,-1.0889691750668542
310,000415,2020,0.5736699952882839
311,000415,2021,0.6386431563503419
312,000417,2018,0.3366813876148642
313,000417,2019,-1.5893961542960284
314,000417,2020,0.22342867408925265
315,000417,2021,0.5689355744210274
316,000418,2018,-0.22079784696460247
317,000418,2019,-0.3548541693707649
318,000419,2018,0.33595379235215245
319,000419,2019,1.5304102253373308
320,000419,2020,0.36444383972935834
321,000419,2021,0.24151072155912115
322,000420,2018,0.16530827659532843
323,000420,2019,-0.5093148606783333
324,000420,2020,-0.04309981670980305
325,000420,2021,-1.835694572877015
326,000421,2018,-0.32320310820268383
327,000421,2019,0.6378936403609866
328,000421,2020,-4.071782077637697
329,000421,2021,1.3796086167557196
330,000422,2018,1.398070286856634
331,000422,2019,0.11334278998017222
332,000422,2020,-0.01957119548839488
333,000422,2021,-0.5532089740408735
334,000423,2018,1.1838835155556824
335,000423,2019,1.4650592793535675
336,000423,2020,-0.1658231372980637
337,000423,2021,-1.0357380409055543
338,000425,2018,-0.3258611278820223
339,000425,2019,-1.128732012795052
340,000425,2020,0.13353739450040553
341,000425,2021,-0.7178076549868442
342,000426,2018,0.4805908122297708
343,000426,2019,0.5021471654867675
344,000426,2020,-0.2698475558482449
345,000426,2021,0.5449958115149895
346,000428,2018,-0.07239035904958882
347,000428,2019,-0.3960435414943717
348,000428,2020,-0.4766095081865076
349,000428,2021,-0.15653807834853165
350,000429,2018,-1.1472421732796123
351,000429,2019,0.3134932035901031
352,000429,2020,0.9036496475874974
353,000429,2021,-0.09095918083611161
354,000430,2018,-0.514474718266882
355,000430,2019,0.18872982979467195
356,000430,2020,0.03738504893140103
357,000430,2021,0.9265079846260916
358,000488,2018,0.3195656115506112
359,000488,2019,2.301722719996752
360,000488,2020,-0.2411968145650551
361,000488,2021,-0.7798904089132206
362,000498,2018,-1.8888348825854726
363,000498,2019,0.7410124749696424
364,000498,2020,-1.4318193443486893
365,000498,2021,-0.21120416302655723
366,000501,2018,0.010480693383450545
367,000501,2019,-0.791294050788662
368,000501,2020,-1.238352842011254
369,000501,2021,0.7758374390887641
370,000503,2018,0.346577898535867
371,000503,2019,-1.74091689071231
372,000503,2020,1.6047333910399664
373,000503,2021,-2.4058234262817777
374,000504,2018,2.0438157893454654
375,000504,2019,-0.033415016607136847
376,000504,2020,-0.8420903202345243
377,000504,2021,-0.3801608357796037
378,000505,2018,-0.6463723517359311
379,000505,2019,-0.31176857681601966
380,000505,2020,-1.3591546978493614
381,000505,2021,-0.5319063945524434
382,000506,2018,2.099463238045637
383,000506,2019,-0.1831697748812611
384,000506,2020,-0.3578761747085462
385,000506,2021,-2.1267860236543084
386,000507,2018,0.4333234492701965
387,000507,2019,0.010598949210837474
388,000507,2020,2.189423709619307
389,000507,2021,0.15066149475169344
390,000510,2018,0.049947257970037566
391,000510,2019,-0.38341198069830695
392,000510,2020,-0.05983590860359403
393,000510,2021,-0.1907222875196526
394,000511,2018,1.6951555797675277
395,000513,2018,1.350349944333704
396,000513,2019,-0.6945083374614732
397,000513,2020,0.13949479111440755
398,000513,2021,-0.4719174684663911
399,000514,2018,0.5413500117059212
400,000514,2019,-3.113292694071059
401,000514,2020,1.4337049691909172
402,000514,2021,-3.4841296176355487
403,000517,2018,-3.073748161276981
404,000517,2019,-0.912945279951207
405,000517,2020,-1.2666142022670708
406,000517,2021,-0.11396167199793152
407,000518,2018,-0.7547146714000171
408,000518,2019,-3.113367601719292
409,000518,2020,-1.4297847019788028
410,000518,2021,2.605764136000243
411,000519,2018,0.4346457007276243
412,000519,2019,-1.0898707994462598
413,000519,2020,-0.42116035528104256
414,000519,2021,-1.7790456076227419
415,000520,2018,-1.39655604689386
416,000520,2019,-0.8672302891521507
417,000520,2020,1.685937514076161
418,000520,2021,2.133373912075773
419,000521,2018,1.6040813411269361
420,000521,2019,0.022174542553341788
421,000521,2020,-2.2271059073639368
422,000521,2021,1.9255682591432601
423,000524,2018,-0.5756393420167951
424,000524,2019,0.6197522631822445
425,000524,2020,-2.94720472956823
426,000524,2021,0.9326913608368929
427,000526,2018,0.907670402032463
428,000526,2019,-1.2773004098529837
429,000526,2020,-1.2743099879987376
430,000526,2021,1.636783729071037
431,000528,2018,-0.792238738280897
432,000528,2019,0.4591814712730266
433,000528,2020,-0.16720743740258312
434,000528,2021,-0.5022902922054908
435,000529,2018,0.22693191990051195
436,000529,2019,-1.1347252351960788
437,000529,2020,0.445694108982341
438,000529,2021,0.378578050448777
439,000530,2018,-0.15397179912492232
440,000530,2019,-1.9707802656834108
441,000530,2020,-1.0574454466903478
442,000530,2021,0.6982331471058861
443,000531,2018,-0.42219367358332816
444,000531,2019,-3.483603330921997
445,000531,2020,-1.56938676203351
446,000531,2021,0.25911620106673067
447,000532,2018,-1.885010399912658
448,000532,2019,-1.994251273941321
449,000532,2020,0.8618966458666864
450,000532,2021,0.8884282569022319
451,000533,2018,1.107149954581331
452,000533,2019,-0.7816560649345051
453,000533,2020,-0.1314224906490948
454,000533,2021,-2.760479046456953
455,000534,2018,-0.6474523636377263
456,000534,2019,-0.057060571759494964
457,000534,2020,-0.3579075588304693
458,000534,2021,-0.0649047220682016
459,000536,2018,0.90591265872815
460,000536,2019,-1.9396079000434068
461,000536,2020,-0.060799211575666305
462,000536,2021,0.9289083569004749
463,000537,2018,0.1281747247611542
464,000537,2019,-0.46116899168129544
465,000537,2020,-0.3112471079595701
466,000537,2021,-3.169482614543674
467,000538,2018,0.03336039209149207
468,000538,2019,-0.10073061903201087
469,000538,2020,-0.7218551410861673
470,000538,2021,-0.2042769028249482
471,000539,2018,-1.686314396888104
472,000539,2019,0.5203178208649101
473,000539,2020,0.44215381074415744
474,000539,2021,0.33319271832674036
475,000540,2019,-0.7242993856564796
476,000540,2020,-0.3640120253922057
477,000540,2021,-2.7348824161152185
478,000541,2018,-0.08582135204005123
479,000541,2019,1.1222360606213877
480,000541,2020,-2.4527138169727207
481,000541,2021,0.9153836631366352
482,000543,2018,-0.8729178287961081
483,000543,2019,0.37049443960294276
484,000543,2020,1.0148558203065714
485,000543,2021,-0.7907358645859603
486,000544,2018,1.4166142882629882
487,000544,2019,-1.5014914657784078
488,000544,2020,-0.2215492442351679
489,000544,2021,0.6896935173885195
490,000545,2018,2.2558027424278784
491,000545,2019,1.5885433363567352
492,000545,2020,-2.3954748127629903
493,000545,2021,-0.6368908865374684
494,000546,2018,0.5471565114151441
495,000546,2019,0.20643775422174776
496,000546,2020,-0.20356429777182758
497,000546,2021,-1.9585068315714986
498,000547,2018,-0.806442025825811
499,000547,2019,-0.6817310010410907
500,000547,2020,-1.4086577518384678
501,000547,2021,2.5944455436771463
502,000548,2018,-0.863955262558355
503,000548,2019,1.6829553393773893
504,000548,2020,-0.4166178777280828
505,000548,2021,1.131832677916728
506,000550,2018,-0.04991542376091147
507,000550,2019,-0.005733210615474693
508,000550,2020,-1.7320819935703344
509,000550,2021,-0.5249138604747687
510,000551,2018,-0.26880426051236206
511,000551,2019,0.5407535738210231
512,000551,2020,-1.4527419598294522
513,000551,2021,-1.3008924553782433
514,000552,2018,-0.8189970521200839
515,000552,2019,0.37300311128018215
516,000552,2020,-0.9410786060523451
517,000552,2021,-0.07234612249016169
518,000553,2018,1.3781118756254271
519,000553,2019,-0.48877732315397787
520,000553,2020,0.3418445632791396
521,000553,2021,0.5983091446991918
522,000554,2018,-0.10686602610529455
523,000554,2019,-0.22201378571927707
524,000554,2020,-0.005903002900792769
525,000554,2021,0.13535087646800797
526,000555,2018,-3.1162630270621037
527,000555,2019,-0.6608951983938879
528,000555,2020,0.5720021568627739
529,000555,2021,0.6130432808485172
530,000557,2018,-0.8963200191753351
531,000557,2019,0.38601173152428503
532,000557,2020,-3.187159201919807
533,000557,2021,0.02757395226915367
534,000558,2018,0.7966725503189472
535,000558,2019,0.11315694937768064
536,000558,2020,0.8634920337804562
537,000558,2021,-0.7260981009695405
538,000559,2018,1.0772779611007874
539,000559,2019,-1.1623350998963868
540,000559,2020,-1.163860033385506
541,000559,2021,-0.776862059783661
542,000560,2018,-0.23003057968367208
543,000560,2019,-0.0622213953646001
544,000560,2020,-1.183212933749948
545,000560,2021,0.06228127027297796
546,000561,2018,1.07098231065372
547,000561,2019,-0.3353793946881197
548,000561,2020,-0.18333110427618263
549,000561,2021,-1.4232820419650214
550,000565,2018,-1.7001249460248673
551,000565,2019,-0.8029548545547194
552,000565,2020,0.6853482254701055
553,000565,2021,-1.1747136167413226
554,000566,2018,1.8507937593017032
555,000566,2019,-0.39303897460748727
556,000566,2020,-1.7459880082709336
557,000566,2021,-0.31500997948449655
558,000568,2018,0.37383770358120333
559,000568,2019,-1.0460203608250023
560,000568,2020,-1.18207510883322
561,000568,2021,0.36605708520042696
562,000570,2018,0.10315346530351453
563,000570,2019,-1.1465988873046933
564,000570,2020,-0.7823540014542624
565,000570,2021,0.20709649976305056
566,000572,2018,1.2694131221859877
567,000572,2019,1.239650039355066
568,000572,2020,-0.8921048349813752
569,000572,2021,-1.401942383443074
570,000573,2018,-0.7009946110856403
571,000573,2019,0.8040443765418842
572,000573,2020,0.3588839923242511
573,000573,2021,0.2885263444539562
574,000576,2018,2.0526385889065266
575,000576,2019,-1.321908244030936
576,000576,2020,-1.866388481837752
577,000576,2021,-0.3832239995754368
578,000581,2018,-1.0501100325689792
579,000581,2019,0.5170302721806939
580,000581,2020,-1.1265734206101898
581,000581,2021,-0.8424958152813836
582,000582,2018,0.7307608381866662
583,000582,2019,-1.0658824540750431
584,000582,2020,-0.046380787768981864
585,000582,2021,0.5271935097120088
586,000584,2018,3.0058743253803217
587,000584,2019,-1.1160583888939566
588,000584,2020,-1.4916156958267286
589,000584,2021,-0.7774447600898272
590,000586,2018,-1.688054785657667
591,000586,2019,-1.1213405005673511
592,000586,2020,0.13932898652452122
593,000586,2021,-0.4602534861521804
594,000589,2018,-0.5775880386101134
595,000589,2019,-1.7801384006012306
596,000589,2020,-1.0011063983689135
597,000589,2021,-0.5333740708492208
598,000590,2018,0.16152193213156796
599,000590,2019,-2.8417696512303774
600,000590,2020,0.5189118633499206
601,000590,2021,0.12971145297966596
602,000591,2018,1.22938483363853
603,000591,2019,-1.7345511284723427
604,000591,2020,-2.253222067784605
605,000591,2021,-0.7734844906958062
606,000592,2018,1.278246444931956
607,000592,2019,0.30809370765981037
608,000592,2020,-0.8568489067464928
609,000592,2021,0.16197413399439406
610,000593,2018,-1.3056526157896846
611,000593,2019,0.6519727031125099
612,000593,2020,-0.37121270349411456
613,000593,2021,0.3200186577655912
614,000595,2018,-0.17708052902656857
615,000595,2019,-1.7620108602847893
616,000595,2020,1.0190943249971496
617,000595,2021,-0.7913091332638521
618,000596,2018,-0.07847890011838451
619,000596,2019,-0.9783627398737452
620,000596,2020,-0.5076942831927383
621,000596,2021,0.22938495767449657
622,000597,2018,-1.8932301168554329
623,000597,2019,-0.35563747875416846
624,000597,2020,-0.9043176606817822
625,000597,2021,-0.4502564044307841
626,000598,2018,-1.204208220227196
627,000598,2019,-0.26856337523555257
628,000598,2020,-0.1641134377236935
629,000598,2021,-0.9273390911392708
630,000599,2018,0.3243686261207154
631,000599,2019,-1.7672968126304134
632,000599,2020,-0.04538974767207483
633,000599,2021,0.3577111078520209
634,000600,2018,0.6002700310947389
635,000600,2019,-0.631452802571129
636,000600,2020,-0.5410903682700531
637,000600,2021,0.6073418620975507
638,000601,2018,0.7556852865110415
639,000601,2019,-0.21260803865313438
640,000601,2020,-0.9623273180728318
641,000601,2021,1.141800600530293
642,000603,2018,1.5543868352556298
643,000603,2019,-0.9052127784150051
644,000603,2020,-1.059042909257638
645,000603,2021,0.4130918052667957
646,000605,2018,-1.8386727463452397
647,000605,2019,0.42755340893924015
648,000605,2020,-0.2212866410357512
649,000605,2021,-0.8821552938346694
650,000607,2018,-0.06484190521975809
651,000607,2019,-0.9625104335024628
652,000607,2020,0.1165834261212822
653,000607,2021,-0.5217478333247139
654,000608,2018,-2.1823553521967094
655,000608,2019,-0.21794854673561673
656,000608,2020,-0.00447272375593422
657,000608,2021,-0.22203776397543118
658,000610,2018,-1.5031323498525198
659,000610,2019,-1.954228719319461
660,000610,2020,-0.045351246654837515
661,000610,2021,0.09545447801560877
662,000612,2018,0.6368482757232583
663,000612,2019,-0.6023004929060285
664,000612,2020,-1.1748021498204622
665,000612,2021,0.13668503658621584
666,000615,2018,-0.6767142691782762
667,000615,2019,-0.46505284639531547
668,000615,2020,-0.7079444801929409
669,000615,2021,-1.022328900226103
670,000619,2018,-0.547876194182798
671,000619,2019,0.6383685306622825
672,000619,2020,0.21360570450971508
673,000619,2021,0.9218502190291383
674,000620,2018,0.8337680824391556
675,000620,2019,0.8634140168800215
676,000620,2020,0.5110845667557761
677,000620,2021,0.3351958758529227
678,000622,2018,-2.8706037377639384
679,000622,2019,0.25659478860039525
680,000622,2020,-0.730209939137776
681,000622,2021,0.9548272169357379
682,000623,2018,-0.9433257887786132
683,000623,2019,-0.42375659229731777
684,000623,2020,0.815369807343388
685,000623,2021,0.07587822875872105
686,000625,2018,0.21049432589426248
687,000625,2019,-0.2548709827248739
688,000625,2020,-0.7482222572050412
689,000625,2021,-0.7589457129330365
690,000626,2018,-0.5378463608372273
691,000626,2019,-0.9192067284622638
692,000626,2020,-1.2427930329844479
693,000626,2021,-0.9458104975629887
694,000628,2018,-0.025683690946836438
695,000628,2019,0.56022002852003
696,000628,2020,1.0658957545972225
697,000628,2021,-1.709624789697603
698,000629,2018,-0.5325944571308341
699,000629,2019,-0.0859908601628821
700,000629,2020,-0.14346816178007024
701,000629,2021,-0.6710746430745157
702,000630,2018,-0.9226670851907713
703,000630,2019,-1.3941886393839902
704,000630,2020,-0.2739009929528994
705,000630,2021,-0.7448723720261945
706,000631,2018,0.07470600607976707
707,000631,2019,-0.5571149799729977
708,000631,2020,-0.4677146235666586
709,000631,2021,-1.136487140406563
710,000632,2018,-0.9518363680606138
711,000632,2019,-1.3939236919766735
712,000632,2020,0.9770791515062314
713,000632,2021,1.1427054851342837
714,000633,2018,0.2846753871761027
715,000633,2019,0.25414148022707783
716,000633,2020,-0.654945056890813
717,000633,2021,1.5197605415507303
718,000635,2018,0.33934978912949243
719,000635,2019,0.9548678350713784
720,000635,2020,0.13872338765607142
721,000635,2021,-0.36721565179404353
722,000636,2018,-1.196133263186005
723,000636,2019,-0.2548230458973692
724,000636,2020,-0.3000503572857777
725,000636,2021,-0.13623911529775085
726,000637,2018,-0.6687084822964938
727,000637,2019,0.1070333781234834
728,000637,2020,1.021917406664805
729,000637,2021,0.088489874913411
730,000639,2018,-0.03506637754943975
731,000639,2019,0.08021604030033463
732,000639,2020,-0.8320610330304566
733,000639,2021,0.847974311305229
734,000650,2018,-1.5914494294232067
735,000650,2019,-0.4966771731817476
736,000650,2020,-0.2685830241585168
737,000650,2021,-0.5993979479459012
738,000651,2018,-0.34540600892662904
739,000651,2019,-1.7801131363547438
740,000651,2020,0.63897244047914
741,000651,2021,1.3281023646120735
742,000652,2018,-0.7256700652674477
743,000652,2019,-0.9630088558521109
744,000652,2020,-2.7166814799569297
745,000652,2021,-0.1294814030791054
746,000655,2018,1.4004673730071298
747,000655,2019,-0.8030616423546996
748,000655,2020,-0.28371406859495596
749,000655,2021,-1.0524445465785799
750,000656,2018,-1.2993481579962765
751,000656,2019,-0.577400117449775
752,000656,2020,0.01622364956799372
753,000656,2021,0.6179330094708065
754,000657,2018,-0.38452443186981283
755,000657,2019,-0.925020450845385
756,000657,2020,0.7124164616494154
757,000657,2021,-1.2768976493826054
758,000659,2018,-0.5184569295117576
759,000659,2019,-0.8223772598564739
760,000659,2020,-1.352401360390755
761,000659,2021,-0.011340014822446736
762,000661,2018,-0.2037978956601546
763,000661,2019,-1.5571271398821473
764,000661,2020,-0.3836549602763798
765,000661,2021,0.751387562314896
766,000662,2018,-0.08181424497256387
767,000662,2019,-0.27849187624852295
768,000662,2020,1.0683698223761204
769,000662,2021,1.9064933854434334
770,000663,2018,1.7989346846443823
771,000663,2019,0.9753016455862493
772,000663,2020,-0.6073881300667358
773,000663,2021,-0.9977516836277428
774,000665,2018,-0.487126965809228
775,000665,2019,-0.5122199679788871
776,000665,2020,-1.0582541366960623
777,000665,2021,-2.7086859490160324
778,000667,2018,-0.5438465450352711
779,000667,2019,0.07438537542662235
780,000667,2020,-0.2695968906824042
781,000667,2021,4.208492957601445
782,000668,2018,-2.5033508863994283
783,000668,2019,-0.8655016376216988
784,000668,2020,-2.2108049859750074
785,000668,2021,0.6261161365628014
786,000671,2018,-0.26039721874755456
787,000671,2019,-0.621341679879268
788,000671,2020,-0.5711503584213041
789,000671,2021,1.833183287857109
790,000672,2018,0.1254688125625782
791,000672,2019,-1.6605058401937551
792,000672,2020,0.062490867181734855
793,000672,2021,0.07575056545895752
794,000676,2018,-0.38252482626955997
795,000676,2019,-1.8031086186868113
796,000676,2020,-1.2241792352611365
797,000676,2021,-0.909598421042321
798,000677,2018,-1.0718583462410447
799,000677,2019,-0.8391193931096735
